Название аптеки,Адрес,Телефон,Время работы
Планета Здоровья Аптека N27 ООО Аптека N28,"Орша, ул. Семенова, 27А, маг. Грошык",+375216506558,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Минская Фармация Аптека N144,"Смолевичи, д. Драчково, ул. Центральная, 12Б",(01776) 48449,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Гомельское УП Фармация Аптека N66,"Калинковичи, ул. Советская, 21",(02345) 38230,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Планета Здоровья Аптека N17 ИООО АБФармация,"Брест, ул. Радужная, 150, Магазин Евроопт",+375162538668,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
АльфаАптека Аптека N4 Табина ООО,"Минск-Советский, ул. Максима Богдановича, 118",(017) 3475368,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
АльфаАптека Аптека N16 ОДО Аленфарм плюс,"Минск-Первомайский, ул. Гинтовта, 30-2",(017) 3674084,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Планета Здоровья Аптека N12 ИООО АБФармация,"Пинск, ул. Завальная, 29",+375165612166,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Белфармация Аптека N13,"Минск-Ленинский, пр-т Независимости, 16, пом 4Н",(017) 3745854,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
АльфаАптека Аптека N13 ОДО Меджел,"Могилев, ул. Мовчанского, 28-38",(0222) 779944,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Белфармация Аптека N61 (филиал 3),"Минск-Советский, Логойский тр-т, 7-3Н, маг. Соседи",(017) 3530167,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Планета Здоровья Аптека N12 ООО Нелли-фарм,"Гомель, пр-т Речицкий, 5В-58, ТЦ Мандарин, напротив касс Евроопта",+375293365770,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Брестское РУП Фармация Аптека N117,"Дрогичин, д. Радостово, ул. Восточная, 8, в здании больницы",(01644) 58641,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
InLek Аптека N1 ОДО ДКМ-ФАРМ,"Минск-Центральный, ул. Веры Хоружей, 31, маг. Евроопт",(017) 3792429,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Минская Фармация Аптека N145,"Боровляны, аг. Лесной, 40, Минская областная детская больница",(017) 2651787,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Мелисса Аптека N28 УП Медфарминвест,"Гродно, ул. Гагарина, 3-39",(0152) 653630,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Минская Фармация Аптека N11,"Мядель, г.п. Кривичи, ул. Карла Маркса, 11",(01797) 41913,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
WDL оптика N8,"Минск-Октябрьский, ул. Бобруйская, 6, ТЦ Galileo",(044) 7989438,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Гродненское РУП Фармация Аптека N104,"Волковыск, ул. Горбатова, 1, районная пол-ка УЗ ЦРБ",(01512) 67983,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Минская Фармация Аптека N209,"Жодино, ул. 8 Марта, 13",(01775) 63045,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Витебское УП Фармация Аптека N269,"Докшицы, ул. Ленинская, 19А-2",(02157) 57538,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Белфармация Аптека N54 (филиал 4),"Минск-Московский, ул. Щорса, 11-394, м. Грушевка",017 2760255,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Юнифарм ООО Аптека N8,"Минск-Заводской, ул. Селицкого, 105",(044) 5071508,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Белфармация Аптека N57 (филиал 1),"Минск-Ленинский, пр-т Рокоссовского, 114, пом. 10Н, маг. Санта",(017) 3797209,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Юнифарм ООО Аптека N26,"Минск-Московский, пр-т Дзержинского, 55",(044) 5071526,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Могилевское РУП Фармация Аптека N185,"Шклов, Больничный городок",(02239) 95133,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Гомельское УП Фармация Аптека N199/5,"Жлобин, аг. Пиревичи, пер. Советский, 7-5",(02334) 41229,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Белфармация Аптека N97,"Минск-Октябрьский, ул. Жуковского, 10/1-6Н",(017) 3705132,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
БелЛекоЦентр РУП Государственная аптека N20,"Жодино, ул. Сухогрядская, 10А",(01775) 53331,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Зялёная крама Торговый объект N778 ООО Ирина-Фарм,"Гомель, ул. Юбилейная, 7а, центральная городская пол-ка",7822 - А1+mts,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Юнифарм ООО Аптека N30 пятой категории,"Минск-Московский, пр-т Газеты Звязда, 55",(044) 5071530,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Добрыя Леки Аптека N59 ООО Аптека групп Центр,"Мачулищи, ул. Молодежная, 29",моб. 5355757,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Медтехпром ООО Аптека N4,"Минск-Партизанский, ул. Стахановская, 24, пом. 2Н",(017) 2386674,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Планета Здоровья Аптека N18 ООО Нелли-фарм,"Мозырь, ул. Притыцкого, 8, пом. 2 Магазин Евроопт",+375236230366,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Радикс Аптека N14 ООО Диалпро,"Любань, ул. Первомайская, 67",(01794) 63202,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Брестское РУП Фармация Аптека N53,"Барановичи, аг. Вольно, ул. Советская, 35, в здании сельсовета",(0163) 461178,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Белфармация Аптека N109 (филиал 2),"Минск-Московский, ул. Сергея Есенина, 66, 8-я детская пол-ка",(017) 3747949,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Добрыя Леки Аптека N76 ЗАО Аптека групп Юг,"Мозырь, б-р Страконицкий, 21-133, рядом с пунктом Wildberries",моб. 5355757,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Гродненское РУП Фармация Аптека N85,"Гродно, ул. Кремко, 10, маг. Родны кут",(0152) 684807,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Медвакс СЗАО Аптека N25,"Минск-Октябрьский, аг. Прилуки, Сеницкий с/с, ул. Центральная, 5",(017) 5166004,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Добрыя Леки Аптека N2 Либерти-фарм ООО,"Минск-Советский, ул. Веры Хоружей, 17-145, маг. Соседи",моб. 5355757,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Добрыя леки Аптека N43 ООО Аптека групп Центр,"Минск-Центральный, пр-т Победителей, 89, маг. Соседи",моб. 5355757,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
АльфаАптека Аптека N4 ОДО Аленфарм плюс,"Барановичи, ул. Домейко, 1",(0163) 643176,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Добрыя Леки Аптека N4 ЗАО Аптека групп Юг,"Могилев, пр-т Пушкинский, 38-41",моб. 5355757,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
ADEL Аптека N69 ООО Аптека групп Центр,"Минск-Московский, пр-т Дзержинского, 3Б-3, ТЦ Океан",(044) 5034264,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Гомельское УП Фармация Аптека N199/8,"Жлобин, ул. Войкова, 8/2",(029) 3408072,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Зялёная крама Торговый объект N46 ООО Ирина-Фарм,"Минск-Фрунзенский, ул. Притыцкого, 156, ТЦ Green City",7822 - А1+mts,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Аптека АстраФарма N16 ООО Кладовая здоровья,"Гомель, ул. Богданова, 14-2",(0232) 241027,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Зялёная крама Торговый объект N731 ООО Ирина-Фарм,"Гомель, ул. Мазурова, 1, ТЦ Green",7822 - А1+mts,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
InLek Аптека N40 ОДО ДКМ-ФАРМ,"Минск-Первомайский, ул. Ложинская, 14-2, маг. Соседи",(017) 2410220,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Могилевское РУП Фармация Аптека N22,"Могилев, ул. Пионерская, 29/24",(0222) 249901,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Зялёная крама Торговый объект N718 ООО Ирина-Фарм,"Борисов, ул. Гагарина, 62, ТЦ Мандарин, островок на первом этаже",7822 - А1+mts,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Гомельское УП Фармация Аптека N167/3,"Гомель, ул. Мазурова, 10В, детская пол-ка",(0232) 214498,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Планета Здоровья Аптека N9 ООО Аптека N28,"Минск-Октябрьский, ул. Воронянского, 19, пом. 3 Магазин Санта, отдельный вход",+375172707545,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Радикс Аптека N12 ООО Радикс-С,"Минск-Первомайский, ул. Волгоградская, 4",(017) 2769003,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Медтехника УП Киоск при РНПЦРМиЭК,"Гомель, ул. Ильича, 290, 3 этаж",(0232) 263580,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Гомельское УП Фармация Аптека N168/7,"Светлогорск, м-н Полесье, 3",(02342) 22401,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Могилевское РУП Фармация Аптека N192,"Могилев, ул. 30 лет Победы, 14, маг. Белмаркет",(0222) 721842,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Витебское УП Фармация Аптека N119,"Докшицы, г.п. Бегомль, пер. Советский, 1А-1, Бегомльская больница",(02157) 53195,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Гродненское РУП Фармация Аптека N108,"Слоним, ул. Франциска Скорины, 7а",(01562) 25210,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Добрыя Леки-Эканом Аптека N52 ООО Аптека групп Запад,"Брест, б-р Космонавтов, 40-122",моб. 5355757,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Лигматон ООО Аптека N17,"Минск-Октябрьский, аг. Сеница, 68/3-2, МКАД, 22 км, около маг. Мастак",(017) 5166250,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
БелЛекоЦентр РУП Государственная аптека N7,"Минск-Фрунзенский, аг. Ратомка, сан. Юность, здание корпуса Морской",(017) 5039118,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Медтехника УП Магазин Оптика,"Дрогичин, ул. Карла Маркса, 5",(01644) 20309,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Добрыя Леки-Эканом Аптека N1 ОДО Синтекс,"Минск-Советский, ул. Кольцова, 10",моб. 5355757,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Планета Здоровья Аптека N18 ООО ДОКТОР ТАИР,"Минск-Заводской, ул. Нестерова, 58, Магазин Санта, отдельный вход",+375172152246,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Витебское УП Фармация Аптека N159,"Новополоцк, промзона ОАО Нафтан, пол-ка",(0214) 598437,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Моя Аптека ООО Аптека N82,"Новополоцк, ул. Молодежная, 103-97",(0214) 505788,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Тишас ОДО Аптека N34,"Орша, ул. Мира, 29",(0216) 507835,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Белфармация Аптека N104 (филиал 5),"Минск-Центральный, пр-т Победителей, 75, к. 1, пом. 17Н",(017) 2150970,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Витебское УП Фармация Аптека N140,"Полоцк, ул. Коммунистическая, 11, центральная пол-ка",(0214) 460251,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Пилюля ООО Аптека N6,"Минск-Фрунзенский, ул. Жудро, 4",(017) 3907057,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Добрыя Леки Аптека N21 ЗАО Аптека групп Север,"Орша, ул. Могилевская, 104-4",моб. 5355757,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Аптека Бережливых N12 Фармпроект ООО,"Боровляны, ул. Интернациональная, 35-122",(017) 5083408,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Гродненское РУП Фармация Аптека N27,"Щучин, аг. Скрибовцы, ул. Восточная, 45А-4",(01514) 37516,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Гомельское УП Фармация Аптека N47,"Мозырь, д. Слобода, ул. Ленина, 98А",(0236) 205544,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Гродненское РУП Фармация ЦМА N136,"Волковыск, ул. Социалистическая, 2",(01512) 67754,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Аптека АстраФарма N2 ООО Кладовая здоровья,"Гомель, ул. Владимирова, 61-115",(0232) 212310,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Планета Здоровья Аптека N16 ИООО АБФармация,"Орша, ул. Советская, 2В, ТЦ Орша-Сити",+375216518960,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Минская Фармация Аптека N31,"Дзержинск, пос. Энергетик, ул. Маяковского, 5-88",(01716) 77584,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
Белфармация Аптека N90 (филиал 1),"Минск-Заводской, ул. Герасименко, 49, 17-я городская пол-ка",(017) 2152761,"выходной, пн.; 10.30-18.30, вт.; 10.30-18.30, ср.; 10.30-18.30, чт.; 10.30-18.30, пт.; 10.30-18.30, сб.; выходной, вс.",
